"scenario","rep","method","idx","lambda"
"correlated",15,"cv_min",38,0.0629781962783572
"correlated",15,"cv_1se",28,0.150986129966773
"correlated",15,"cvc_max_lambda",36,0.0750135269156635
"correlated",16,"cv_min",39,0.0577052775937964
"correlated",16,"cv_1se",27,0.164782746481047
"correlated",16,"cvc_max_lambda",34,0.089348846947856
"correlated",17,"cv_min",40,0.0528738398200432
"correlated",17,"cv_1se",28,0.150986129966773
"correlated",17,"cvc_max_lambda",35,0.0818680165596217
"correlated",18,"cv_min",36,0.0750135269156635
"correlated",18,"cv_1se",27,0.164782746481047
"correlated",18,"cvc_max_lambda",34,0.089348846947856
"correlated",19,"cv_min",37,0.0687329369489366
"correlated",19,"cv_1se",30,0.126761592466485
"correlated",19,"cvc_max_lambda",34,0.089348846947856
"correlated",20,"cv_min",36,0.0750135269156635
"correlated",20,"cv_1se",29,0.138344650330035
"correlated",20,"cvc_max_lambda",34,0.089348846947856
"correlated",21,"cv_min",39,0.0577052775937964
"correlated",21,"cv_1se",26,0.179840052485699
"correlated",21,"cvc_max_lambda",35,0.0818680165596217
"correlated",22,"cv_min",39,0.0577052775937964
"correlated",22,"cv_1se",29,0.138344650330035
"correlated",22,"cvc_max_lambda",35,0.0818680165596217
"correlated",23,"cv_min",36,0.0750135269156635
"correlated",23,"cv_1se",32,0.106423691554815
"correlated",23,"cvc_max_lambda",34,0.089348846947856
"correlated",24,"cv_min",38,0.0629781962783572
"correlated",24,"cv_1se",28,0.150986129966773
"correlated",24,"cvc_max_lambda",33,0.0975132510398305
"correlated",25,"cv_min",37,0.0687329369489366
"correlated",25,"cv_1se",26,0.179840052485699
"correlated",25,"cvc_max_lambda",36,0.0750135269156635
"correlated",26,"cv_min",37,0.0687329369489366
"correlated",26,"cv_1se",25,0.196273245644555
"correlated",26,"cvc_max_lambda",34,0.089348846947856
"correlated",27,"cv_min",39,0.0577052775937964
"correlated",27,"cv_1se",29,0.138344650330035
"correlated",27,"cvc_max_lambda",36,0.0750135269156635
"correlated",28,"cv_min",38,0.0629781962783572
"correlated",28,"cv_1se",28,0.150986129966773
"correlated",28,"cvc_max_lambda",34,0.089348846947856
"correlated",29,"cv_min",35,0.0818680165596217
"correlated",29,"cv_1se",27,0.164782746481047
"correlated",29,"cvc_max_lambda",33,0.0975132510398305
"correlated",30,"cv_min",38,0.0629781962783572
"correlated",30,"cv_1se",29,0.138344650330035
"correlated",30,"cvc_max_lambda",36,0.0750135269156635
"correlated",31,"cv_min",36,0.0750135269156635
"correlated",31,"cv_1se",29,0.138344650330035
"correlated",31,"cvc_max_lambda",35,0.0818680165596217
"correlated",32,"cv_min",37,0.0687329369489366
"correlated",32,"cv_1se",29,0.138344650330035
"correlated",32,"cvc_max_lambda",33,0.0975132510398305
"correlated",33,"cv_min",35,0.0818680165596217
"correlated",33,"cv_1se",26,0.179840052485699
"correlated",33,"cvc_max_lambda",33,0.0975132510398305
"correlated",34,"cv_min",36,0.0750135269156635
"correlated",34,"cv_1se",27,0.164782746481047
"correlated",34,"cvc_max_lambda",33,0.0975132510398305
"correlated",35,"cv_min",39,0.0577052775937964
"correlated",35,"cv_1se",30,0.126761592466485
"correlated",35,"cvc_max_lambda",37,0.0687329369489366
"correlated",36,"cv_min",41,0.048446919482736
"correlated",36,"cv_1se",31,0.116148338850154
"correlated",36,"cvc_max_lambda",33,0.0975132510398305
"correlated",37,"cv_min",35,0.0818680165596217
"correlated",37,"cv_1se",31,0.116148338850154
"correlated",37,"cvc_max_lambda",33,0.0975132510398305
"correlated",38,"cv_min",37,0.0687329369489366
"correlated",38,"cv_1se",28,0.150986129966773
"correlated",38,"cvc_max_lambda",34,0.089348846947856
"correlated",39,"cv_min",34,0.089348846947856
"correlated",39,"cv_1se",27,0.164782746481047
"correlated",39,"cvc_max_lambda",33,0.0975132510398305
"correlated",40,"cv_min",39,0.0577052775937964
"correlated",40,"cv_1se",28,0.150986129966773
"correlated",40,"cvc_max_lambda",33,0.0975132510398305
"correlated",41,"cv_min",39,0.0577052775937964
"correlated",41,"cv_1se",31,0.116148338850154
"correlated",41,"cvc_max_lambda",37,0.0687329369489366
"correlated",42,"cv_min",36,0.0750135269156635
"correlated",42,"cv_1se",29,0.138344650330035
"correlated",42,"cvc_max_lambda",32,0.106423691554815
"correlated",43,"cv_min",36,0.0750135269156635
"correlated",43,"cv_1se",25,0.196273245644555
"correlated",43,"cvc_max_lambda",32,0.106423691554815
"correlated",44,"cv_min",36,0.0750135269156635
"correlated",44,"cv_1se",30,0.126761592466485
"correlated",44,"cvc_max_lambda",35,0.0818680165596217
"correlated",45,"cv_min",36,0.0750135269156635
"correlated",45,"cv_1se",30,0.126761592466485
"correlated",45,"cvc_max_lambda",35,0.0818680165596217
"correlated",46,"cv_min",36,0.0750135269156635
"correlated",46,"cv_1se",27,0.164782746481047
"correlated",46,"cvc_max_lambda",34,0.089348846947856
"correlated",47,"cv_min",37,0.0687329369489366
"correlated",47,"cv_1se",27,0.164782746481047
"correlated",47,"cvc_max_lambda",33,0.0975132510398305
"correlated",48,"cv_min",37,0.0687329369489366
"correlated",48,"cv_1se",29,0.138344650330035
"correlated",48,"cvc_max_lambda",35,0.0818680165596217
"correlated",49,"cv_min",39,0.0577052775937964
"correlated",49,"cv_1se",29,0.138344650330035
"correlated",49,"cvc_max_lambda",33,0.0975132510398305
"correlated",50,"cv_min",41,0.048446919482736
"correlated",50,"cv_1se",27,0.164782746481047
"correlated",50,"cvc_max_lambda",33,0.0975132510398305
"correlated",51,"cv_min",38,0.0629781962783572
"correlated",51,"cv_1se",30,0.126761592466485
"correlated",51,"cvc_max_lambda",34,0.089348846947856
"correlated",52,"cv_min",35,0.0818680165596217
"correlated",52,"cv_1se",28,0.150986129966773
"correlated",52,"cvc_max_lambda",32,0.106423691554815
"correlated",53,"cv_min",41,0.048446919482736
"correlated",53,"cv_1se",26,0.179840052485699
"correlated",53,"cvc_max_lambda",33,0.0975132510398305
"correlated",54,"cv_min",39,0.0577052775937964
"correlated",54,"cv_1se",27,0.164782746481047
"correlated",54,"cvc_max_lambda",35,0.0818680165596217
"correlated",55,"cv_min",38,0.0629781962783572
"correlated",55,"cv_1se",30,0.126761592466485
"correlated",55,"cvc_max_lambda",33,0.0975132510398305
"correlated",56,"cv_min",36,0.0750135269156635
"correlated",56,"cv_1se",28,0.150986129966773
"correlated",56,"cvc_max_lambda",34,0.089348846947856
"correlated",57,"cv_min",39,0.0577052775937964
"correlated",57,"cv_1se",26,0.179840052485699
"correlated",57,"cvc_max_lambda",33,0.0975132510398305
"correlated",58,"cv_min",38,0.0629781962783572
"correlated",58,"cv_1se",30,0.126761592466485
"correlated",58,"cvc_max_lambda",34,0.089348846947856
"correlated",59,"cv_min",42,0.04439064791502
"correlated",59,"cv_1se",31,0.116148338850154
"correlated",59,"cvc_max_lambda",36,0.0750135269156635
"correlated",60,"cv_min",40,0.0528738398200432
"correlated",60,"cv_1se",30,0.126761592466485
"correlated",60,"cvc_max_lambda",33,0.0975132510398305
"correlated",61,"cv_min",34,0.089348846947856
"correlated",61,"cv_1se",26,0.179840052485699
"correlated",61,"cvc_max_lambda",33,0.0975132510398305
"correlated",62,"cv_min",38,0.0629781962783572
"correlated",62,"cv_1se",29,0.138344650330035
"correlated",62,"cvc_max_lambda",32,0.106423691554815
"correlated",63,"cv_min",34,0.089348846947856
"correlated",63,"cv_1se",30,0.126761592466485
"correlated",63,"cvc_max_lambda",32,0.106423691554815
"correlated",64,"cv_min",39,0.0577052775937964
"correlated",64,"cv_1se",30,0.126761592466485
"correlated",64,"cvc_max_lambda",36,0.0750135269156635
"correlated",65,"cv_min",36,0.0750135269156635
"correlated",65,"cv_1se",30,0.126761592466485
"correlated",65,"cvc_max_lambda",33,0.0975132510398305
"correlated",66,"cv_min",38,0.0629781962783572
"correlated",66,"cv_1se",28,0.150986129966773
"correlated",66,"cvc_max_lambda",36,0.0750135269156635
"correlated",67,"cv_min",38,0.0629781962783572
"correlated",67,"cv_1se",32,0.106423691554815
"correlated",67,"cvc_max_lambda",36,0.0750135269156635
"correlated",68,"cv_min",37,0.0687329369489366
"correlated",68,"cv_1se",27,0.164782746481047
"correlated",68,"cvc_max_lambda",34,0.089348846947856
"correlated",69,"cv_min",39,0.0577052775937964
"correlated",69,"cv_1se",29,0.138344650330035
"correlated",69,"cvc_max_lambda",35,0.0818680165596217
"correlated",70,"cv_min",38,0.0629781962783572
"correlated",70,"cv_1se",27,0.164782746481047
"correlated",70,"cvc_max_lambda",32,0.106423691554815
"correlated",71,"cv_min",35,0.0818680165596217
"correlated",71,"cv_1se",29,0.138344650330035
"correlated",71,"cvc_max_lambda",32,0.106423691554815
"correlated",72,"cv_min",38,0.0629781962783572
"correlated",72,"cv_1se",26,0.179840052485699
"correlated",72,"cvc_max_lambda",35,0.0818680165596217
"correlated",73,"cv_min",37,0.0687329369489366
"correlated",73,"cv_1se",29,0.138344650330035
"correlated",73,"cvc_max_lambda",34,0.089348846947856
"correlated",74,"cv_min",38,0.0629781962783572
"correlated",74,"cv_1se",27,0.164782746481047
"correlated",74,"cvc_max_lambda",34,0.089348846947856
"correlated",75,"cv_min",41,0.048446919482736
"correlated",75,"cv_1se",30,0.126761592466485
"correlated",75,"cvc_max_lambda",32,0.106423691554815
"correlated",76,"cv_min",38,0.0629781962783572
"correlated",76,"cv_1se",29,0.138344650330035
"correlated",76,"cvc_max_lambda",36,0.0750135269156635
"correlated",77,"cv_min",37,0.0687329369489366
"correlated",77,"cv_1se",28,0.150986129966773
"correlated",77,"cvc_max_lambda",34,0.089348846947856
"correlated",78,"cv_min",42,0.04439064791502
"correlated",78,"cv_1se",32,0.106423691554815
"correlated",78,"cvc_max_lambda",34,0.089348846947856
"correlated",79,"cv_min",40,0.0528738398200432
"correlated",79,"cv_1se",29,0.138344650330035
"correlated",79,"cvc_max_lambda",34,0.089348846947856
"correlated",80,"cv_min",36,0.0750135269156635
"correlated",80,"cv_1se",27,0.164782746481047
"correlated",80,"cvc_max_lambda",34,0.089348846947856
"independent",1,"ncv1_min",43,0.0406739921413883
"independent",1,"ncv1_1se",47,0.0286693644966638
"independent",2,"ncv1_min",39,0.0577052775937964
"independent",2,"ncv1_1se",42,0.04439064791502
"independent",3,"ncv1_min",43,0.0406739921413883
"independent",3,"ncv1_1se",49,0.0240695903617038
"independent",4,"ncv1_min",39,0.0577052775937964
"independent",4,"ncv1_1se",46,0.0312890768355088
"independent",5,"ncv1_min",41,0.048446919482736
"independent",5,"ncv1_1se",46,0.0312890768355088
"independent",6,"ncv1_min",42,0.04439064791502
"independent",6,"ncv1_1se",48,0.0262689904519582
"independent",7,"ncv1_min",38,0.0629781962783572
"independent",7,"ncv1_1se",45,0.0341481698812089
"independent",8,"ncv1_min",39,0.0577052775937964
"independent",8,"ncv1_1se",43,0.0406739921413883
"independent",9,"ncv1_min",42,0.04439064791502
"independent",9,"ncv1_1se",46,0.0312890768355088
"independent",10,"ncv1_min",39,0.0577052775937964
"independent",10,"ncv1_1se",44,0.0372685174563073
"independent",11,"ncv1_min",41,0.048446919482736
"independent",11,"ncv1_1se",45,0.0341481698812089
"independent",12,"ncv1_min",38,0.0629781962783572
"independent",12,"ncv1_1se",44,0.0372685174563073
"independent",13,"ncv1_min",39,0.0577052775937964
"independent",13,"ncv1_1se",48,0.0262689904519582
"independent",14,"ncv1_min",38,0.0629781962783572
"independent",14,"ncv1_1se",46,0.0312890768355088
"independent",15,"ncv1_min",41,0.048446919482736
"independent",15,"ncv1_1se",47,0.0286693644966638
"independent",16,"ncv1_min",40,0.0528738398200432
"independent",16,"ncv1_1se",48,0.0262689904519582
"independent",17,"ncv1_min",39,0.0577052775937964
"independent",17,"ncv1_1se",48,0.0262689904519582
"independent",18,"ncv1_min",40,0.0528738398200432
"independent",18,"ncv1_1se",44,0.0372685174563073
"independent",19,"ncv1_min",40,0.0528738398200432
"independent",19,"ncv1_1se",46,0.0312890768355088
"independent",20,"ncv1_min",39,0.0577052775937964
"independent",20,"ncv1_1se",44,0.0372685174563073
"independent",21,"ncv1_min",45,0.0341481698812089
"independent",21,"ncv1_1se",47,0.0286693644966638
"independent",22,"ncv1_min",41,0.048446919482736
"independent",22,"ncv1_1se",45,0.0341481698812089
"independent",23,"ncv1_min",38,0.0629781962783572
"independent",23,"ncv1_1se",47,0.0286693644966638
"independent",24,"ncv1_min",39,0.0577052775937964
"independent",24,"ncv1_1se",43,0.0406739921413883
"independent",25,"ncv1_min",41,0.048446919482736
"independent",25,"ncv1_1se",46,0.0312890768355088
"independent",26,"ncv1_min",38,0.0629781962783572
"independent",26,"ncv1_1se",43,0.0406739921413883
"independent",27,"ncv1_min",39,0.0577052775937964
"independent",27,"ncv1_1se",45,0.0341481698812089
"independent",28,"ncv1_min",40,0.0528738398200432
"independent",28,"ncv1_1se",47,0.0286693644966638
"independent",29,"ncv1_min",39,0.0577052775937964
"independent",29,"ncv1_1se",49,0.0240695903617038
"independent",30,"ncv1_min",40,0.0528738398200432
"independent",30,"ncv1_1se",49,0.0240695903617038
"independent",31,"ncv1_min",39,0.0577052775937964
"independent",31,"ncv1_1se",44,0.0372685174563073
"independent",32,"ncv1_min",39,0.0577052775937964
"independent",32,"ncv1_1se",44,0.0372685174563073
"independent",33,"ncv1_min",39,0.0577052775937964
"independent",33,"ncv1_1se",45,0.0341481698812089
"independent",34,"ncv1_min",40,0.0528738398200432
"independent",34,"ncv1_1se",48,0.0262689904519582
"independent",35,"ncv1_min",42,0.04439064791502
"independent",35,"ncv1_1se",48,0.0262689904519582
"independent",36,"ncv1_min",38,0.0629781962783572
"independent",36,"ncv1_1se",46,0.0312890768355088
"independent",37,"ncv1_min",40,0.0528738398200432
"independent",37,"ncv1_1se",46,0.0312890768355088
